localisation;siege_lib;type_d_etablissement;implantation_lib;coordonnees;bcnag_n_nature_uai_libelle_editi;services;date_ouverture;effectif;bcnag_n_type_uai_libelle_edition;uai;ur;ur_lib;etablissement_uai;sigle;identifiant_eter;identifiant_wikidata;element_wikidata;identifiant_grid;element_grid;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;code_pays;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;type_uai;nature_uai
Alsace - Champagne-Ardenne - Lorraine>Strasbourg>Bas-Rhin>Strasbourg>Strasbourg;Université de Strasbourg;Université;FACULTÉ DES LANGUES, UNIVERSITÉ DE STRASBOURG;48.579081,7.763228;Unité de formation et de recherche (hors santé);;2016-01-01;;Universités et INP hors écoles d'ingenieurs;0673095A;0673021V;UNIVERSITE STRASBOURG;0673021V;;FR0149;Q157575;https://www.wikidata.org/entity/Q157575;grid.11843.3f;https://www.grid.ac/institutes/grid.11843.3f;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Alsace - Champagne-Ardenne - Lorraine;100;;22 rue DESCARTES;;;67084;STRASBOURG CEDEX;;UNIV;539
Alsace - Champagne-Ardenne - Lorraine>Strasbourg>Haut-Rhin>Mulhouse>Mulhouse;Université de Haute-Alsace;Université;UNITÉ DE FORMATION ET DE RECHERCHE DES SCIENCES ET TECHNIQUES UNIVERSITÉ DE MULHOUSE;47.7279751376,7.30700846528;Unité de formation et de recherche (hors santé);;1971-06-05;1077;Universités et INP hors écoles d'ingenieurs;0680096K;0681166Y;UNIVERSITE MULHOUSE;0681166Y;UHA;FR0150;Q280183;https://www.wikidata.org/entity/Q280183;grid.9156.b;https://www.grid.ac/institutes/grid.9156.b;68224;Mulhouse;UU68701;Mulhouse;D068;Haut-Rhin;A15;Strasbourg;R44;Alsace - Champagne-Ardenne - Lorraine;100;;18  RUE DES FRERES LUMIERE;;;68093;MULHOUSE CEDEX 2;;UNIV;539
Auvergne - Rhône-Alpes>Lyon>Rhône>Lyon>Marcy-l'Étoile;Institut d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement;Grand établissement relevant d'un autre département ministériel;INSTITUT NATIONAL D'ENSEIGNEMENT SUPERIEUR ET DE  RECHERCHE EN ALIMENTATION, SANTE ANIMALE, SCIENCES AGRONOMIQUES ET DE L'ENVIRONNEMENT;45.7927983398,4.70841942751;Ecole d'ingénieurs publique (hors tutelle MESR) ou privée;;1966-07-25;697;Ecoles d'ingénieurs;0690193K;0690193K;INSTITUT ENS SUP RECH AGRONOM;0690193K;Vet Agro Sup;;Q3151920;https://www.wikidata.org/entity/Q3151920;;;69127;Marcy-l'Étoile;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne - Rhône-Alpes;100;;1  AVENUE BOURGELAT;;;69280;MARCY L ETOILE;;ING;580
Auvergne - Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 7e;Université Lumière - Lyon 2;Université;UNITE DE FORMATION ET DE RECHERCHE SCIENCES ECONOMIQUES ET GESTION UNIVERSITE LYON 2;45.7512682076,4.83665564414;Unité de formation et de recherche (hors santé);;1971-05-05;2425;Universités et INP hors écoles d'ingenieurs;0692201T;0691775E;UNIVERSITE LYON 2;0691775E;;FR0158;Q4041;https://www.wikidata.org/entity/Q4041;grid.72960.3a;https://www.grid.ac/institutes/grid.72960.3a;69387;Lyon 7e;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne - Rhône-Alpes;100;;16  QUAI CLAUDE BERNARD;;;69007;LYON;;UNIV;539
Pays de la Loire>Nantes>Sarthe>Le Mans>Le Mans;Université du Maine;Université;UNITÉ DE FORMATION ET DE RECHERCHE SCIENCES EXACTES ET TECHNIQUES, UNIVERSITÉ LE MANS;48.0151995608,0.157486721257;Unité de formation et de recherche (hors santé);;1971-02-05;3321;Universités et INP hors écoles d'ingenieurs;0720076S;0720916E;UNIVERSITE LE MANS;0720916E;;FR0169;Q834825;https://www.wikidata.org/entity/Q834825;grid.34566.32;https://www.grid.ac/institutes/grid.34566.32;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;100;;AVENUE OLIVIER MESSIAEN;;;72085;LE MANS CEDEX 9;;UNIV;539
Auvergne - Rhône-Alpes>Grenoble>Haute-Savoie>Annecy>Annecy-le-Vieux;Université de Savoie;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE UNIVERSITÉ DE CHAMBÉRY;45.9208086044,6.15400473945;Institut universitaire de technologie;;1973-11-09;2628;Universités et INP hors écoles d'ingenieurs;0741133E;0730858L;UNIVERSITE CHAMBERY;0730858L;;FR0170;Q2496158;https://www.wikidata.org/entity/Q2496158;grid.5388.6;https://www.grid.ac/institutes/grid.5388.6;74011;Annecy-le-Vieux;UU74601;Annecy;D074;Haute-Savoie;A08;Grenoble;R84;Auvergne - Rhône-Alpes;100;DOMAINE UNIVERSITAIRE;9 RUE DE L'ARC EN CIEL;DOMAINE UNIVERSITAIRE;BP240;74942;ANNECY LE VIEUX CEDEX;;UNIV;542
Auvergne - Rhône-Alpes>Grenoble>Savoie>Chambéry>Chambéry;Université de Savoie;Université;ANTENNE INSTITUT D'ADMINISTRATION DES ENTREPRISES SAVOIE MONT BLANC DE L'UNIVERSITÉ DE CHAMBÉRY;45.5662807914,5.92078612581;Antenne délocalisée d'une composante d'université;;1999-01-09;652;Universités et INP hors écoles d'ingenieurs;0731483R;0741586X;IAE SAVOIE MONT BLANC CHAMBERY;0730858L;;FR0170;Q2496158;https://www.wikidata.org/entity/Q2496158;grid.5388.6;https://www.grid.ac/institutes/grid.5388.6;73065;Chambéry;UU73601;Chambéry;D073;Savoie;A08;Grenoble;R84;Auvergne - Rhône-Alpes;100;DOMAINE UNIVERSITAIRE;/  DOMAINE UNIVERSITAIRE;;BP1104;73011;CHAMBERY CEDEX;;UNIV;530
Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice>Valbonne;Université Nice - Sophia-Antipolis;Université;UFR SCIENCES SOPHIA UNIVERSITÉ NICE;43.6115711323,7.05459023792;Unité de formation et de recherche (hors santé);;2008-06-13;;Universités et INP hors écoles d'ingenieurs;0062063K;0060931E;UNIVERSITE NICE;0060931E;;FR0001;Q1198571;https://www.wikidata.org/entity/Q1198571;grid.10737.32;https://www.grid.ac/institutes/grid.10737.32;06152;Valbonne;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;100;;250 RUE ALBERT EINSTEIN;;;06560;VALBONNE;;UNIV;539
Provence-Alpes-Côte d'Azur>Nice>Alpes-Maritimes>Nice>Biot;Université Nice - Sophia-Antipolis;Université;MÉTIERS DU SPORT ET DES ACTIVITÉS DE LOISISRS;43.6286650849,7.09543811274;Institut universitaire professionnalisé;;1998-01-09;;Universités et INP hors écoles d'ingenieurs;0061904M;0061074K;UFR SC JUR ECO PL GESTION;0060931E;;FR0001;Q1198571;https://www.wikidata.org/entity/Q1198571;grid.10737.32;https://www.grid.ac/institutes/grid.10737.32;06018;Biot;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;100;COMPLEXE E GOLF PARK;;SOPHIA ANTIPOLIS;;06410;BIOT;;UNIV;541
Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille  7e;Aix-Marseille université;Université;SERVICE COMMUN DE FORMATION CONTINUE DE L UNIVERSITE AIX-MARSEILLE;43.2928127265,5.3589219135;Service commun de formation continue;Formation continue;1973-01-09;;Services communs des universités;0133572M;0134009M;UNIVERSITE AIX-MARSEILLE;0134009M;;FR0007;Q2302586;https://www.wikidata.org/entity/Q2302586;grid.5399.6;https://www.grid.ac/institutes/grid.5399.6;13207;Marseille  7e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;100;;JARDIN DU PHARO 58 BD CH LIVON;;;13284;MARSEILLE CEDEX 07;;SERV;528
Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille  3e;Aix-Marseille université;Université;ANTENNE UNITE DE FORMATION ET DE RECHERCHE, ARTS, LETTRES, LANGUES, SCIENCES HUMAINES, UNIVERSITE AIX MARSEILLE;43.3043554952,5.37905194597;Antenne délocalisée d'une composante d'université;;2001-01-09;850;Universités et INP hors écoles d'ingenieurs;0133694V;0134017W;UFR ARTS LETTRES LANGUES SC HU;0134009M;;FR0007;Q2302586;https://www.wikidata.org/entity/Q2302586;grid.5399.6;https://www.grid.ac/institutes/grid.5399.6;13203;Marseille  3e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;100;;3  PLACE VICTOR HUGO;;;13331;MARSEILLE CEDEX 03;;UNIV;530
Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille - Aix-en-Provence>Marseille  9e;Aix-Marseille université;Université;IUT AIX MARSEILLE AMU;43.2348800026,5.43798874829;Antenne délocalisée d'IUT;;1974-01-09;1764;Universités et INP hors écoles d'ingenieurs;0133479L;0134061U;IUT;0134009M;;FR0007;Q2302586;https://www.wikidata.org/entity/Q2302586;grid.5399.6;https://www.grid.ac/institutes/grid.5399.6;13209;Marseille  9e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;100;;163  AVENUE DE LUMINY   CASE 909;;;13288;MARSEILLE CEDEX 09;;UNIV;543
Normandie>Caen>Calvados>Caen>Caen;Université de Caen Normandie;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE DE CAEN, UNIVERSITE DE CAEN;49.2123285432,-0.366089265314;Institut universitaire de technologie;;1971-02-05;1261;Universités et INP hors écoles d'ingenieurs;0141234R;0141408E;UNIVERSITE DE CAEN NORMANDIE;0141408E;;FR0008;Q568554;https://www.wikidata.org/entity/Q568554;grid.412043.0;https://www.grid.ac/institutes/grid.412043.0;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;100;;2  BOULEVARD DU MARECHAL JUIN;;;14032;CAEN CEDEX 5;;UNIV;542
Normandie>Caen>Manche>Cherbourg-Octeville>Cherbourg-Octeville;Université de Caen Normandie;Université;ANTENNE D'UNITE DE FORMATION ET DE RECHERCHE DES LANGUES VIVANTES ETRANGERES;49.63326594,-1.64533192111;Antenne délocalisée d'une composante d'université;;1994-01-09;92;Universités et INP hors écoles d'ingenieurs;0501920R;0141507M;UFR LANGUES VIVANTES ETRANG;0141408E;;FR0008;Q568554;https://www.wikidata.org/entity/Q568554;grid.412043.0;https://www.grid.ac/institutes/grid.412043.0;50129;Cherbourg-Octeville;UU50501;Cherbourg-Octeville;D050;Manche;A05;Caen;R28;Normandie;100;;RUE LOUIS ARAGON;;BP78;50130;CHERBOURG EN COTENTIN;;UNIV;530
Normandie>Caen>Manche>Saint-Lô>Saint-Lô;Université de Caen Normandie;Université;ESIX NORMANDIE ST LO;49.114416489,-1.09153310005;Ecole d'ingénieurs;;2010-01-09;45;Ecoles d'ingénieurs;0501999B;0142374E;ESIX NORMANDIE;0141408E;;FR0008;Q568554;https://www.wikidata.org/entity/Q568554;grid.412043.0;https://www.grid.ac/institutes/grid.412043.0;50502;Saint-Lô;UU50401;Saint-Lô;D050;Manche;A05;Caen;R28;Normandie;100;;370  RUE POPIE LESKOT;;;50000;ST LO;;ING;553
Bourgogne - Franche-Comté>Dijon>Saône-et-Loire>Le Creusot>Le Creusot;Université de Bourgogne;Université;SITE UNIVERSITAIRE DU CREUSOT DE L'UNIVERSITE DE   DIJON;46.8077261913,4.42378491383;Service général;Service général;1998-01-09;;Services communs des universités;0711801X;0211237F;UNIVERSITE DIJON;0211237F;;FR0018;Q287072;https://www.wikidata.org/entity/Q287072;grid.5613.1;https://www.grid.ac/institutes/grid.5613.1;71153;Le Creusot;UU71401;Le Creusot;D071;Saône-et-Loire;A07;Dijon;R27;Bourgogne - Franche-Comté;100;;720 AVENUE DE L'EUROPE;;;71200;LE CREUSOT;;SERV;533
Bourgogne - Franche-Comté>Dijon>Yonne>Auxerre>Auxerre;Université de Bourgogne;Université;SITE UNIVERSITAIRE DE NEVERS DE L'UNIVERSITE DE DIJON;47.7869244893,3.5945053668;Service général;Service général;1998-01-09;;Services communs des universités;0891255F;0211237F;UNIVERSITE DIJON;0211237F;;FR0018;Q287072;https://www.wikidata.org/entity/Q287072;grid.5613.1;https://www.grid.ac/institutes/grid.5613.1;89024;Auxerre;UU89402;Auxerre;D089;Yonne;A07;Dijon;R27;Bourgogne - Franche-Comté;100;;ROUTE DES PLAINES DE L'YONNE;;BP58;89010;AUXERRE CEDEX;;SERV;533
Bourgogne - Franche-Comté>Besançon>Jura>Lons-le-Saunier>Lons-le-Saunier;Université de Franche-Comté;Université;UNIVERSITÉ DE BESANÇON - JURA;46.672686,5.546048;Antenne délocalisée de service commun d'université;Service général;2016-01-09;;Services communs des universités;0391230A;0250986L;SERV. COMMUN DOCUMENTATION;0251215K;UFC;FR0022;Q829449;https://www.wikidata.org/entity/Q829449;grid.7459.f;https://www.grid.ac/institutes/grid.7459.f;39300;Lons-le-Saunier;UU39401;Lons-le-Saunier;D039;Jura;A03;Besançon;R27;Bourgogne - Franche-Comté;100;;23 rue DES ECOLES;;;39000;LONS LE SAUNIER;;SERV;536
La Réunion>>>>;;;;;;;;;;9741233X;;;;;;;;;;;;;;;;;;R04;La Réunion;;;;;;;;;;
La Réunion>>>>;;;;;;;;;;9740053P;;;;;;;;;;;;;;;;;;R04;La Réunion;;;;;;;;;;
La Réunion>>>>;;;;;;;;;;9740679V;;;;;;;;;;;;;;;;;;R04;La Réunion;;;;;;;;;;
Île-de-France>Versailles>Yvelines>Paris>Montigny-le-Bretonneux;Université de Versailles Saint-Quentin-en-Yvelines;Université;UNITÉ DE FORMATION ET DE RECHERCHE DES SCIENCES DE LA SANTÉ SIMONE VEIL, DE L'UNIVERSITÉ DE SAINT QUENTIN EN YVELINES;48.7839449278,2.03971651914;Unité de formation et de recherche en santé;;2010-01-06;3556;Universités et INP hors écoles d'ingenieurs;0783601R;0781944P;UNIVERSITE VERSAILLES ST QUENT;0781944P;;FR0229;Q186638;https://www.wikidata.org/entity/Q186638;grid.12832.3a;https://www.grid.ac/institutes/grid.12832.3a;78423;Montigny-le-Bretonneux;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;100;;2  AVENUE DE LA SOURCE DE LA BIE;;;78180;MONTIGNY LE BRETONNEUX;;UNIV;537
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Tarn>Albi>Albi;Institut national universitaire Jean-François Champollion;Autre établissement;INSTITUT NATIONAL UNIVERSITAIRE JEAN-FRANÇOIS CHAMPOLLION;43.9199821869,2.13899763948;Etablissement public d'enseignement supérieur;;2002-01-09;211;Universités et INP hors écoles d'ingenieurs;0811293R;0811293R;INST NATIONAL UNIVERSITAIRE;0811293R;INU Albi;FR0233;Q929515;http://www.wikidata.org/entity/Q929515;grid.440898.9;https://www.grid.ac/institutes/grid.440898.9;81004;Albi;UU81502;Albi;D081;Tarn;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;PLACE DE VERDUN;;;81012;ALBI CEDEX 9;;UNIV;505
Provence-Alpes-Côte d'Azur>Nice>Var>Toulon>La Garde;Université du Sud Toulon - Var;Université;UFR LETTRES ARTS SC HUMAINES UNIVERSITÉ TOULON;43.1363803922,6.01765691158;Unité de formation et de recherche (hors santé);;1991-12-09;1173;Universités et INP hors écoles d'ingenieurs;0831439N;0830766G;UNIVERSITE DE TOULON;0830766G;USTV;FR0234;Q1816857;https://www.wikidata.org/entity/Q1816857;grid.12611.35;https://www.grid.ac/institutes/grid.12611.35;83062;La Garde;UU00757;Toulon;D083;Var;A23;Nice;R93;Provence-Alpes-Côte d'Azur;100;;AVENUE DE L'UNIVERSITE;;BP132;83957;LA GARDE CEDEX;;UNIV;539
Aquitaine - Limousin - Poitou-Charentes>Poitiers>Vienne>Poitiers>Poitiers;Université de Poitiers;Université;INSTITUT D'ADMINISTRATION DES ENTREPRISES - UNIVERSITÉ DE POITIERS;46.5881882606,0.344529361224;Institut d'admininistration des entreprises;;1972-04-18;2393;Universités et INP hors écoles d'ingenieurs;0860065D;0860856N;UNIVERSITE POITIERS;0860856N;;FR0239;Q661056;https://www.wikidata.org/entity/Q661056;grid.11166.31;https://www.grid.ac/institutes/grid.11166.31;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Aquitaine - Limousin - Poitou-Charentes;100;;20  RUE GUILLAUME LE TROUBADOUR;;BP639;86022;POITIERS CEDEX;;UNIV;544
Aquitaine - Limousin - Poitou-Charentes>Poitiers>Vienne>Poitiers>Poitiers;Université de Poitiers;Université;MÉDIA CENTRE OUEST;46.5718739213,0.38167984189299997;Centre de formation aux carrières des bibliothèques;;1994-01-09;;Universités et INP hors écoles d'ingenieurs;0861296S;0860856N;UNIVERSITE POITIERS;0860856N;;FR0239;Q661056;https://www.wikidata.org/entity/Q661056;grid.11166.31;https://www.grid.ac/institutes/grid.11166.31;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Aquitaine - Limousin - Poitou-Charentes;100;;93  AVENUE DU RECTEUR PINEAU;;BP605;86022;POITIERS CEDEX;;UNIV;555
Aquitaine - Limousin - Poitou-Charentes>Limoges>Corrèze>Brive-la-Gaillarde>Brive-la-Gaillarde;Université de Limoges;Université;FACULTE DE DROIT, ANTENNE UFR DE DROIT ET DES SCIENCES ECONOMIQUES DE L'UNIVERSITE DE LIMOGES;45.154468942,1.50958248026;Antenne délocalisée d'une composante d'université;;1998-01-09;252;Universités et INP hors écoles d'ingenieurs;0195019C;0870063W;UFR SCIENCES JURIDIQUES ECO.;0870669E;;FR0240;Q2661290;https://www.wikidata.org/entity/Q2661290;grid.9966.0;https://www.grid.ac/institutes/grid.9966.0;19031;Brive-la-Gaillarde;UU00554;Brive-la-Gaillarde;D019;Corrèze;A22;Limoges;R75;Aquitaine - Limousin - Poitou-Charentes;100;;16 RUE JULES VALLES;;;19100;BRIVE LA GAILLARDE;;UNIV;530
Aquitaine - Limousin - Poitou-Charentes>Limoges>Corrèze>Meymac>Meymac;Université de Limoges;Université;SERVICE COMMUN STATION UNIVERSITAIRE DU LIMOUSIN, UNIVERSITE DE LIMOGES;45.5346157727,2.14559544239;Service commun de formation continue;Formation continue;1988-01-07;;Services communs des universités;0195016Z;0870669E;UNIVERSITE LIMOGES;0870669E;;FR0240;Q2661290;https://www.wikidata.org/entity/Q2661290;grid.9966.0;https://www.grid.ac/institutes/grid.9966.0;19136;Meymac;UU19101;Meymac;D019;Corrèze;A22;Limoges;R75;Aquitaine - Limousin - Poitou-Charentes;100;;20 PLACE DES PORROTS;;;19250;MEYMAC;;SERV;528
Aquitaine - Limousin - Poitou-Charentes>Limoges>Creuse>Guéret>Guéret;Université de Limoges;Université;ANTENNE DE GUERET DE L'ÉCOLE SUPERIEURE DU PROFESSORAT ET DE L'ÉDUCATION DE L'ACADÉMIE DE LIMOGES;46.1725008449,1.86375463829;Antenne d'école supérieure du professorat et de l'éducation;;1991-01-09;49;Formation initiale continue des professeurs;0230569U;0875078X;ESPE ACADEMIE LIMOGES;0870669E;;FR0240;Q2661290;https://www.wikidata.org/entity/Q2661290;grid.9966.0;https://www.grid.ac/institutes/grid.9966.0;23096;Guéret;UU23301;Guéret;D023;Creuse;A22;Limoges;R75;Aquitaine - Limousin - Poitou-Charentes;100;;AVENUE MARC PURAT;;;23000;GUERET;;FORP;569
Île-de-France>Versailles>Essonne>Paris>Orsay;Université Paris-Sud;Université;SERVICE COMMUN DE LA DOCUMENTATION UNIVERSITAIRE DE PARIS11;48.6980781251,2.17939016679;Service commun de documentation;Documentation;1978-11-16;;Services communs des universités;0911688R;0911101C;UNIVERSITE PARIS 11;0911101C;;FR0245;Q1480643;https://www.wikidata.org/entity/Q1480643;grid.5842.b;https://www.grid.ac/institutes/grid.5842.b;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;100;;15  RUE GEORGES CLEMENCEAU;;;91405;ORSAY CEDEX;;SERV;526
Île-de-France>Versailles>Essonne>Paris>Orsay;Université Paris-Sud;Université;UNITÉ DE FORMATION DE RECHERCHE DE SCIENCES  UNIVERSITÉ PARIS 11;48.6980781251,2.17939016679;Unité de formation et de recherche (hors santé);;1995-01-09;10093;Universités et INP hors écoles d'ingenieurs;0912018Z;0911101C;UNIVERSITE PARIS 11;0911101C;;FR0245;Q1480643;https://www.wikidata.org/entity/Q1480643;grid.5842.b;https://www.grid.ac/institutes/grid.5842.b;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;100;;15  RUE G CLEMENCEAU BAT 300;;;91405;ORSAY CEDEX;;UNIV;539
Île-de-France>Versailles>Essonne>Paris>Évry;Université d'Évry-Val d'Essonne;Université;INSTITUT UNIVERSITAIRE PROFESSIONNALISÉ MANAGEMENT ET  GESTION DES  ENTREPRISES - UNIVERSITÉ D'EVRY;48.6319976723,2.43224369124;Institut universitaire professionnalisé;;1998-01-09;;Universités et INP hors écoles d'ingenieurs;0912168M;0912094G;UFR SC DE L'HOMME ET DE LA SOC;0911975C;;FR0249;Q1531014;https://www.wikidata.org/entity/Q1531014;grid.8390.2;https://www.grid.ac/institutes/grid.8390.2;91228;Évry;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;100;;2 RUE DU FACTEUR CHEVAL;;;91025;EVRY CEDEX;;UNIV;541
Île-de-France>Créteil>Seine-Saint-Denis>Paris>Montreuil;Université Paris 8 - Vincennes - Saint-Denis;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE, UNIVERSITÉ PARIS 8;48.8624055346,2.46380429125;Institut universitaire de technologie;;1992-01-09;583;Universités et INP hors écoles d'ingenieurs;0932214B;0931827F;UNIVERSITE PARIS 8;0931827F;;FR0263;Q1194988;https://www.wikidata.org/entity/Q1194988;grid.15878.33;https://www.grid.ac/institutes/grid.15878.33;93048;Montreuil;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;100;;140  RUE DE LA NOUVELLE FRANCE;;;93100;MONTREUIL;;UNIV;542
Île-de-France>Créteil>Val-de-Marne>Paris>Maisons-Alfort;École nationale vétérinaire d'Alfort;Etablissement relevant d'un autre département ministériel rattaché à un EPSCP;ECOLE NATIONALE VETERINAIRE D'ALFORT;48.8142744046,2.42112154767;Ecole de formation agricole ou halieutique;;1967-09-01;682;Autres écoles post-bac non universitaires;0940608A;0940608A;ECOLE NAT VETERINAIRE ALFORT;0940608A;ENVA;FR0330;Q273600;https://www.wikidata.org/entity/Q273600;grid.428547.8;https://www.grid.ac/institutes/grid.428547.8;94046;Maisons-Alfort;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;100;;7  AVENUE DU GENERAL DE GAULLE;;;94704;MAISONS ALFORT CEDEX;;PBAC;470
Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;École nationale supérieure de l'électronique et de ses applications de Cergy;Écoles habilitées à délivrer un diplôme d'ingénieur;ECOLE NATIONALE SUPÉRIEURE DE L'ÉLECTRONIQUE ET DE SES APPLICATIONS DE CERGY;49.0387993236,2.0715985790399998;Ecole d'ingénieurs;;1977-09-15;861;Ecoles d'ingénieurs;0951376E;0951376E;EC NAT SUP ELECT APPL CERGY;0951376E;ENSEA;FR0273;Q2707341;https://www.wikidata.org/entity/Q2707341;grid.424458.b;https://www.grid.ac/institutes/grid.424458.b;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;100;;6  AVENUE DU PONCEAU;;;95014;CERGY PONTOISE CEDEX;;ING;553
Étranger>Étranger>Étranger>Le Caire>Le Caire;Institut français d'archéologie orientale du Caire;École française à l'étranger;INSTITUT FRANCAIS D'ARCHEOLOGIE ORIENTALE DU CAIRE;30.0328599,31.2352879;Ecole francaise à l'étranger;;1969-12-22;;Ecoles françaises à l'étranger;3010001R;3010001R;INST FR D'ARCHEOLOGIE ORIENTAL;3010001R;IFAO;;Q1472454;https://www.wikidata.org/entity/Q1472454;grid.459257.8;https://www.grid.ac/institutes/grid.459257.8;;Le Caire;;Le Caire;D999;Étranger;A99;Étranger;R99;Étranger;301;;MOUNIRA BP QASR EL AINI;;;;11562 LE CAIRE;EGYPTE;EFE;504
Corse>Corse>Haute-Corse>Corte>Corte;Université de Corse Pasquale Paoli;Université;SERVICE UNIVERSITAIRE DES ACTIVITÉS PHYSIQUES ET SPORTIVES;42.3061080009,9.15541803628;Service inter-établissements d'activités physique et sportive;Activités physique et sportive;1982-06-15;;Services communs des universités;7200112J;7200664J;UNIVERSITE CORSE;7200664J;;FR0281;Q335841;https://www.wikidata.org/entity/Q335841;grid.412058.a;https://www.grid.ac/institutes/grid.412058.a;2B096;Corte;UU2B203;Corte;D02B;Haute-Corse;A27;Corse;R94;Corse;100;;AVENUE J NICOLI;;BP24;20250;CORTE;;SERV;519
