rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips_voie_gt;ips_voie_pro;ips_ensemble_gt_pro;ecart_type_de_l_ips_voie_gt;ecart_type_de_l_ips_voie_pro
2020-2021;RENNES;22;COTES D'ARMOR;0220102S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH BOSSUET;22113;LANNION;privé sous contrat;LEGT;122.6;;122.6;32.7;
2020-2021;RENNES;22;COTES D'ARMOR;0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;22278;SAINT BRIEUC;privé sous contrat;LPO;109.1;96.9;101.1;32.9;29.4
2020-2021;BORDEAUX;24;DORDOGNE;0240007C;LYCEE PROFESSIONNEL JEAN CAPELLE LYCEE DES METIERS DE L HOTELLERIE DE LA GASTRONOMIE ET DES SERVICES EN PERIGORD;24037;BERGERAC;public;LP;;86.1;86.1;;28.2
2020-2021;BORDEAUX;24;DORDOGNE;0240025X;LYCEE GENERAL ET TECHNOLOGIQUE LAURE GATET;24322;PERIGUEUX;public;LEGT;110.9;;110.9;36.1;
2020-2021;BORDEAUX;24;DORDOGNE;0240048X;LYCEE PROFESSIONNEL PRE DE CORDY;24520;SARLAT LA CANEDA;public;LP;;88.4;88.4;;25.8
2020-2021;BORDEAUX;24;DORDOGNE;0240076C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARTHE SAINT FRONT;24037;BERGERAC;privé sous contrat;LEGT;109.4;;109.4;35.8;
2020-2021;BORDEAUX;24;DORDOGNE;0240092V;LYCEE PROFESSIONNEL PRIVE CHAMBRE DE COMMERCE ET D INDUSTRIE;24053;BOULAZAC ISLE MANOIRE;privé sous contrat;LPO;88.8;91.9;91.4;33.1;26.9
2020-2021;BORDEAUX;24;DORDOGNE;0240984P;LYCEE PROFESSIONNEL LEONARD DE VINCI LYCEE DES METIERS DE L INDUSTRIE;24322;PERIGUEUX;public;LP;;85.4;85.4;;30.6
2020-2021;BESANCON;25;DOUBS;0250007X;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;25056;BESANCON;public;LEGT;111.4;;111.4;38.0;
2020-2021;BESANCON;25;DOUBS;0250010A;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS PERGAUD;25056;BESANCON;public;LEGT;110.7;;110.7;35.8;
2020-2021;BESANCON;25;DOUBS;0250014E;LYCEE PROFESSIONNEL CONDE LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE ET DE L HOTELLERIE RESTAURATION;25056;BESANCON;public;LP;;83.4;83.4;;29.8
2020-2021;BESANCON;25;DOUBS;0251021Z;LGT PR ST PAUL LYCEE DES METIERS DE LA CONCEPTION DE PRODUITS ET DE L AMENAGEMENT DE L HABITAT;25056;BESANCON;privé sous contrat;LEGT;122.1;;122.1;34.5;
2020-2021;BESANCON;25;DOUBS;0251035P;LYCEE PROFESSIONNEL PRIVE SAINTE FAMILLE;25056;BESANCON;privé sous contrat;LP;;80.9;80.9;;29.3
2020-2021;BESANCON;25;DOUBS;0251112Y;LYCEE PROFESSIONNEL PRIVE SAINT BENIGNE;25462;PONTARLIER;privé sous contrat;LP;;98.2;98.2;;31.4
2020-2021;BESANCON;25;DOUBS;0251349F;LYCEE PROFESSIONNEL TOUSSAINT LOUVERTURE;25462;PONTARLIER;public;LP;;88.0;88.0;;29.3
2020-2021;BESANCON;25;DOUBS;0251671F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;25411;MORTEAU;public;LPO;107.9;96.2;104.2;34.4;31.6
2020-2021;GRENOBLE;26;DROME;0260034W;LYCEE GENERAL EMILE LOUBET;26362;VALENCE;public;LEGT;119.6;;119.6;35.2;
2020-2021;GRENOBLE;26;DROME;0260063C;LYCEE GENERAL PRIVE NOTRE DAME DE LA GALAURE;26083;CHATEAUNEUF DE GALAURE;privé sous contrat;LEGT;137.4;;137.4;33.1;
2020-2021;GRENOBLE;26;DROME;0260074P;LYCEE TECHNOLOGIQUE PRIVE MONTPLAISIR;26362;VALENCE;privé sous contrat;LEGT;114.8;;114.8;34.5;
2020-2021;GRENOBLE;26;DROME;0261397C;LYCEE POLYVALENT HENRI LAURENS LYCEE DES METIERS DE L AUTOMOBILE;26333;SAINT VALLIER;public;LPO;99.5;85.9;93.9;33.3;27.7
2020-2021;ROUEN;27;EURE;0270026G;LYCEE POLYVALENT LOUISE MICHEL;27284;GISORS;public;LPO;106.3;86.1;99.7;33.5;26.4
2020-2021;ROUEN;27;EURE;0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;27375;LOUVIERS;public;LPO;109.9;80.8;105.5;36.2;29.6
2020-2021;ROUEN;27;EURE;0271073V;LYCEE PROFESSIONNEL PRIVE SAINTE AGNES;27681;VERNON;privé sous contrat;LP;;97.8;97.8;;33.4
2020-2021;ROUEN;27;EURE;0271282X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC SAINT ANSELME;27056;BERNAY;privé sous contrat;LEGT;115.1;;115.1;32.6;
2020-2021;ROUEN;27;EURE;0271319M;LYCEE PROFESSIONNEL PORTE DE NORMANDIE;27679;VERNEUIL D AVRE ET D ITON;public;LP;;82.1;82.1;;24.6
2020-2021;ORLEANS-TOURS;28;EURE-ET-LOIR;0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;28134;DREUX;public;LPO;107.7;91.3;105.1;35.2;29.4
2020-2021;ORLEANS-TOURS;28;EURE-ET-LOIR;0280022X;LYCEE PROFESSIONNEL MAURICE VIOLETTE LYCEE DES METIERS DES SERVICES DES INDUSTRIES COSMETIQUES ET PHARMACEUTIQUES;28134;DREUX;public;LP;;83.5;83.5;;28.6
2020-2021;ORLEANS-TOURS;28;EURE-ET-LOIR;0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;28354;SAINT MAURICE SAINT GERMAIN;privé sous contrat;LP;;82.3;82.3;;30.2
2020-2021;ORLEANS-TOURS;28;EURE-ET-LOIR;0280689X;LYCEE PROFESSIONNEL PRIVE FRANCOISE D AUBIGNE;28227;MAINTENON;privé sous contrat;LP;;93.5;93.5;;28.0
2020-2021;RENNES;29;FINISTERE;0290030A;LYCEE POLYVALENT PIERRE GUEGUIN LYCEE DES METIERS DE L ENERGIE INDUSTRIELLE LYCEE DES METIERS DU NAUTISME;29039;CONCARNEAU;public;LPO;115.5;93.0;109.4;33.0;29.4
2020-2021;RENNES;29;FINISTERE;0290044R;LYCEE POLYVALENT DE L ELORN LYCEE DES METIERS DU BOIS;29103;LANDERNEAU;public;LPO;118.7;94.9;110.9;32.5;28.3
2020-2021;RENNES;29;FINISTERE;0290062K;LYCEE GENERAL ET TECHNOLOGIQUE RENE LAENNEC;29220;PONT L ABBE;public;LEGT;117.9;;117.9;33.2;
2020-2021;RENNES;29;FINISTERE;0290070U;LYCEE TECHNOLOGIQUE JEAN CHAPTAL;29232;QUIMPER;public;LEGT;100.9;;100.9;29.7;
2020-2021;RENNES;29;FINISTERE;0290072W;LYCEE PROFESSIONNEL JEAN CHAPTAL;29232;QUIMPER;public;LP;;87.4;87.4;;29.6
2020-2021;RENNES;29;FINISTERE;0290076A;LYCEE GENERAL ET TECHNOLOGIQUE DE KERNEUZEC;29233;QUIMPERLE;public;LEGT;114.6;;114.6;33.2;
2020-2021;RENNES;29;FINISTERE;0290098Z;LYCEE GENERAL ET TECHNOLOGIQUE CORNOUAILLE;29232;QUIMPER;public;LEGT;110.7;;110.7;35.4;
2020-2021;RENNES;29;FINISTERE;0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;29259;SAINT POL DE LEON;privé sous contrat;LP;;94.6;94.6;;33.8
2020-2021;RENNES;29;FINISTERE;0290338K;LYCEE GENERAL PRIVE SAINTE ANNE;29019;BREST;privé sous contrat;LEGT;143.4;;143.4;26.4;
2020-2021;RENNES;29;FINISTERE;0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;29105;LANDIVISIAU;public;LEGT;106.9;;106.9;31.7;
2020-2021;RENNES;29;FINISTERE;0292139T;LYCEE PROFESSIONNEL PRIVE JAVOUHEY;29019;BREST;privé sous contrat;LP;;100.1;100.1;;28.1
2020-2021;MONTPELLIER;30;GARD;0300002P;LYCEE POLYVALENT JEAN BAPTISTE DUMAS LYCEE DES METIERS DU TRAVAIL SOCIAL DE LA MECANIQUE ET DES PLURITECHNOLOGIES;30007;ALES;public;LPO;100.8;81.0;92.5;36.5;29.1
2020-2021;MONTPELLIER;30;GARD;0300011Z;LYCEE PROFESSIONNEL PAUL LANGEVIN;30032;BEAUCAIRE;public;LP;;77.9;77.9;;29.9
2020-2021;MONTPELLIER;30;GARD;0300047N;LYCEE POLYVALENT (A ABSORBE L'UAI 0300046M EN 2020);30334;UZES;public;LPO;117.6;92.3;112.1;35.0;31.7
2020-2021;MONTPELLIER;30;GARD;0300057Z;LYCEE PROFESSIONNEL GASTON DARBOUX;30189;NIMES;public;LP;;68.8;68.8;;25.1
2020-2021;MONTPELLIER;30;GARD;0300058A;LYCEE PROFESSIONNEL FREDERIC MISTRAL LYCEE DES METIERS DE LA CONSTRUCTION;30189;NIMES;public;LP;;78.0;78.0;;28.5
2020-2021;MONTPELLIER;30;GARD;0300077W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BELLEVUE;30007;ALES;privé sous contrat;LEGT;117.3;;117.3;33.7;
2020-2021;MONTPELLIER;30;GARD;0300106C;LYCEE PROFESSIONNEL PRIVE SAINTE MARIE LYCEE DES METIERS DE LA SANTE ET DES PROCEDES DE LA CHIMIE ET DE L EAU;30028;BAGNOLS SUR CEZE;privé sous contrat;LP;;91.6;91.6;;30.4
2020-2021;MONTPELLIER;30;GARD;0300127A;LYCEE POLYVALENT PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DES SERVICES;30189;NIMES;privé sous contrat;LPO;97.8;87.9;93.3;32.2;30.5
2020-2021;MONTPELLIER;30;GARD;0301210C;LYCEE PROFESSIONNEL VOLTAIRE;30189;NIMES;public;LP;;78.8;78.8;;29.2
2020-2021;MONTPELLIER;30;GARD;0301499S;LYCEE POLYVALENT PRIVE D ALZON SAINT FELIX;30032;BEAUCAIRE;privé sous contrat;LP;;103.1;103.1;;34.9
2020-2021;MONTPELLIER;30;GARD;0301722J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN VILAR;30351;VILLENEUVE LES AVIGNON;public;LEGT;125.9;;125.9;33.6;
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0310032S;LYCEE GENERAL ET TECHNOLOGIQUE DE BAGATELLE;31483;SAINT GAUDENS;public;LEGT;113.9;;113.9;34.6;
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0310040A;LYCEE POLYVALENT RAYMOND NAVES;31555;TOULOUSE;public;LPO;121.8;86.6;116.1;37.3;31.7
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0310041B;LYCEE GENERAL SAINT SERNIN;31555;TOULOUSE;public;LEGT;137.7;;137.7;35.0;
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0310051M;LYCEE PROFESSIONNEL GUYNEMER;31555;TOULOUSE;public;LP;;83.2;83.2;;30.6
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;31451;REVEL;public;LP;;106.5;106.5;;33.8
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0311126F;LYCEE GENERAL PRIVE LE FERRADOU;31069;BLAGNAC;privé sous contrat;LEGT;145.6;;145.6;27.2;
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0311200L;LYCEE PROFESSIONNEL PRIVE AIRBUS TOULOUSE LYCEE DES METIERS DE L AERONAUTIQUE;31555;TOULOUSE;privé sous contrat;LP;;118.6;118.6;;31.9
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0312063Z;LYCEE PROFESSIONNEL PRIVE CASTELNOUVEL;31291;LEGUEVIN;privé sous contrat;LP;;103.2;103.2;;33.9
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0312744P;LYCEE POLYVALENT JEAN PIERRE VERNANT;31421;PINS JUSTARET;public;LPO;129.4;94.2;127.7;34.2;31.3
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0312759F;LYCEE POLYVALENT JOSEPH GALLIENI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;31555;TOULOUSE;public;LPO;75.0;78.0;77.7;29.5;28.3
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0312822Z;LYCEE POLYVALENT CHARLES DE GAULLE LYCEE DES METIERS DE L ENERGETIQUE ET DE LA DOMOTIQUE;31395;MURET;public;LPO;121.3;92.3;112.2;33.5;30.3
2020-2021;TOULOUSE;31;HAUTE-GARONNE;0312915A;LYCEE POLYVALENT LEON BLUM;31582;VILLEFRANCHE DE LAURAGAIS;public;LPO;131.9;101.2;129.4;33.1;32.7
2020-2021;TOULOUSE;32;GERS;0320015T;LYCEE POLYVALENT MARECHAL LANNES;32208;LECTOURE;public;LPO;112.3;80.8;105.1;34.3;28.3
2020-2021;TOULOUSE;32;GERS;0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;32013;AUCH;public;LPO;119.3;94.8;111.4;33.1;29.6
2020-2021;TOULOUSE;32;GERS;0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;32013;AUCH;privé sous contrat;LP;;109.4;109.4;;32.4
2020-2021;BORDEAUX;33;GIRONDE;0330003Z;LYCEE GENERAL ET TECHNOLOGIQUE GRAND AIR;33009;ARCACHON;public;LEGT;119.8;;119.8;32.6;
2020-2021;BORDEAUX;33;GIRONDE;0330021U;LYCEE GENERAL MICHEL MONTAIGNE;33063;BORDEAUX;public;LEGT;132.0;;132.0;35.3;
2020-2021;BORDEAUX;33;GIRONDE;0330027A;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS MAURIAC;33063;BORDEAUX;public;LEGT;115.9;;115.9;35.9;
2020-2021;BORDEAUX;33;GIRONDE;0330060L;LYCEE PROFESSIONNEL FLORA TRISTAN LYCEE DES METIERS DES SERVICES ET DE L AERONAUTIQUE;33085;CAMBLANES ET MEYNAC;public;LP;;94.1;94.1;;33.1
2020-2021;BORDEAUX;33;GIRONDE;0330088S;LYCEE GENERAL ET TECHNOLOGIQUE MAX LINDER;33243;LIBOURNE;public;LEGT;110.2;;110.2;35.2;
2020-2021;BORDEAUX;33;GIRONDE;0330142A;LYCEE PROFESSIONNEL TREGEY RIVE DE GARONNE;33063;BORDEAUX;public;LP;;75.5;75.5;;26.3
2020-2021;BORDEAUX;33;GIRONDE;0331488N;LYCEE GENERAL PRIVE SAINT ELME;33009;ARCACHON;privé sous contrat;LEGT;129.1;;129.1;34.4;
2020-2021;BORDEAUX;33;GIRONDE;0331499A;LYCEE GENERAL PRIVE NOTRE DAME;33063;BORDEAUX;privé sous contrat;LEGT;103.2;;103.2;31.8;
2020-2021;BORDEAUX;33;GIRONDE;0331501C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE BASTIDE;33063;BORDEAUX;privé sous contrat;LEGT;127.5;;127.5;34.0;
2020-2021;BORDEAUX;33;GIRONDE;0331503E;LYCEE GENERAL PRIVE SAINTE MARIE GRAND LEBRUN;33063;BORDEAUX;privé sous contrat;LEGT;133.1;;133.1;23.0;
2020-2021;BORDEAUX;33;GIRONDE;0331504F;LYCEE GENERAL PRIVE LA SAUQUE;33213;LA BREDE;privé sous contrat;LEGT;130.5;;130.5;33.9;
2020-2021;BORDEAUX;33;GIRONDE;0331591A;LYCEE TECHNOLOGIQUE PRIVE BEL ORME;33063;BORDEAUX;privé sous contrat;LEGT;114.3;;114.3;31.6;
2020-2021;BORDEAUX;33;GIRONDE;0331636Z;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;33227;LANGON;public;LEGT;118.9;;118.9;34.2;
2020-2021;BORDEAUX;33;GIRONDE;0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;33281;MERIGNAC;public;LP;;94.1;94.1;;33.0
2020-2021;BORDEAUX;33;GIRONDE;0332345V;LYCEE PROFESSIONNEL PHILADELPHE DE GERDE;33318;PESSAC;public;LP;;87.1;87.1;;29.0
2020-2021;BORDEAUX;33;GIRONDE;0332468D;LYCEE TECHNOLOGIQUE ST LOUIS LYCEE DES METIERS DE LA BIOLOGIE ET DE LA CHIMIE;33063;BORDEAUX;public;LEGT;106.5;;106.5;34.8;
2020-2021;BORDEAUX;33;GIRONDE;0332496J;LYCEE PROFESSIONNEL PRIVE SAINTE FAMILLE SAINTONGE LYCEE DES METIERS DE L INDUSTRIE ET DU BATIMENT;33063;BORDEAUX;privé sous contrat;LP;;106.6;106.6;;35.0
2020-2021;BORDEAUX;33;GIRONDE;0332497K;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DE LA COMMUNICATION DE LA MODE ET DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;33063;BORDEAUX;privé sous contrat;LP;;107.4;107.4;;34.3
2020-2021;BORDEAUX;33;GIRONDE;0332747G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN CONDORCET;33063;BORDEAUX;public;LEGT;89.5;;89.5;32.0;
2020-2021;BORDEAUX;33;GIRONDE;0332846P;LYCEE GENERAL DES GRAVES;33192;GRADIGNAN;public;LEGT;137.3;;137.3;30.8;
2020-2021;BORDEAUX;33;GIRONDE;0332870R;LYCEE POLYVALENT DE LA MER LYCEE DES METIERS DE LA MER;33199;GUJAN MESTRAS;public;LPO;123.9;102.7;117.7;32.2;30.3
2020-2021;MONTPELLIER;34;HERAULT;0340028W;LYCEE POLYVALENT JOSEPH VALLOT;34142;LODEVE;public;LPO;115.7;89.7;106.4;34.0;29.9
2020-2021;MONTPELLIER;34;HERAULT;0340030Y;LYCEE POLYVALENT LOUIS FEUILLADE;34145;LUNEL;public;LPO;106.4;81.9;100.0;36.6;27.6
2020-2021;MONTPELLIER;34;HERAULT;0340059E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;34199;PEZENAS;public;LEGT;111.9;;111.9;35.6;
2020-2021;MONTPELLIER;34;HERAULT;0340069R;LYCEE PROFESSIONNEL JACQUES BREL LYCEE DES METIERS DE LA MOTO;34284;SAINT PONS DE THOMIERES;public;LP;;91.6;91.6;;29.4
2020-2021;MONTPELLIER;34;HERAULT;0340076Y;LYCEE GENERAL ET TECHNOLOGIQUE IRENE ET FREDERIC JOLIOT CURIE;34301;SETE;public;LEGT;105.4;;105.4;34.9;
2020-2021;MONTPELLIER;34;HERAULT;0340088L;LYCEE PROFESSIONNEL IRENE ET FREDERIC JOLIOT CURIE;34301;SETE;public;LP;;90.6;90.6;;30.0
2020-2021;MONTPELLIER;34;HERAULT;0340991T;LYCEE POLYVALENT PRIVE NEVERS;34172;MONTPELLIER;privé sous contrat;LPO;129.0;113.7;126.6;34.1;34.6
2020-2021;MONTPELLIER;34;HERAULT;0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;34301;SETE;privé sous contrat;LPO;123.8;96.0;120.7;33.9;25.8
2020-2021;MONTPELLIER;34;HERAULT;0341736C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;34172;MONTPELLIER;public;LEGT;103.0;;103.0;40.2;
2020-2021;MONTPELLIER;34;HERAULT;0342175E;LYCEE POLYVALENT PRIVE LA MERCI LITTORAL;34344;LA GRANDE MOTTE;privé sous contrat;LPO;114.9;105.8;113.2;31.3;30.5
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350024L;LYCEE GENERAL EMILE ZOLA;35238;RENNES;public;LEGT;134.6;;134.6;35.3;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350026N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MACE;35238;RENNES;public;LEGT;126.1;;126.1;39.1;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350028R;LYCEE GENERAL ET TECHNOLOGIQUE BREQUIGNY;35238;RENNES;public;LEGT;114.7;;114.7;38.6;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350029S;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT CURIE;35238;RENNES;public;LEGT;121.0;;121.0;34.9;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;35288;SAINT MALO;public;LEGT;108.6;;108.6;33.5;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350774B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT SAUVEUR;35236;REDON;privé sous contrat;LEGT;114.3;;114.3;32.0;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350776D;LYCEE POLYVALENT PRIVE SAINT VINCENT PROVIDENCE;35238;RENNES;privé sous contrat;LPO;139.4;90.0;136.0;30.4;33.8
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350791V;LYCEE POLYVALENT PRIVE MARCEL CALLO LYCEE DES METIERS DE L INDUSTRIE DE L AUTOMOBILE ET DE L AERONAUTIQUE;35236;REDON;privé sous contrat;LPO;108.0;95.3;101.3;34.0;30.0
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350795Z;LYCEE POLYVALENT PRIVE DE LA SALLE LYCEE DES METIERS DE LA GESTION ET DU COMMERCE;35238;RENNES;privé sous contrat;LPO;114.2;104.3;107.5;34.6;33.9
2020-2021;RENNES;35;ILLE-ET-VILAINE;0350801F;LYCEE GENERAL PRIVE JEAN PAUL II;35278;SAINT GREGOIRE;privé sous contrat;LEGT;135.0;;135.0;31.5;
2020-2021;RENNES;35;ILLE-ET-VILAINE;0351054F;LYCEE PROFESSIONNEL CHARLES TILLON;35238;RENNES;public;LP;;88.7;88.7;;31.7
2020-2021;RENNES;35;ILLE-ET-VILAINE;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;35238;RENNES;public;LEGT;123.5;;123.5;38.1;
2020-2021;ORLEANS-TOURS;36;INDRE;0360002G;LYCEE GENERAL ROLLINAT;36006;ARGENTON SUR CREUSE;public;LEGT;110.3;;110.3;33.5;
2020-2021;ORLEANS-TOURS;36;INDRE;0360005K;LYCEE POLYVALENT PASTEUR;36018;LE BLANC;public;LPO;109.6;88.5;101.3;32.9;27.7
2020-2021;ORLEANS-TOURS;36;INDRE;0360011S;LYCEE PROFESSIONNEL LES CHARMILLES LYCEE DES METIERS DES SERVICES A LA PERSONNE ET DU TERTIAIRE;36044;CHATEAUROUX;public;LP;;80.8;80.8;;26.3
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0370032J;LYCEE PROFESSIONNEL FRANCOIS CLOUET LYCEE DES METIERS DE LA MODE ET DES SERVICES;37261;TOURS;public;LP;;89.2;89.2;;28.9
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0370054H;LYCEE PROFESSIONNEL MARTIN NADAUD LYCEE DES METIERS DE L ARCHITECTURE DE LA CONSTRUCTION ET DE L ENERGIE;37233;SAINT PIERRE DES CORPS;public;LP;;91.4;91.4;;32.8
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0370749N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARGUERITE;37050;CHAMBRAY LES TOURS;privé sous contrat;LEGT;134.6;;134.6;29.5;
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0370757X;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINT VINCENT DE PAUL;37261;TOURS;privé sous contrat;LP;;100.2;100.2;;35.3
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0371099U;LYCEE PROFESSIONNEL HENRI BECQUEREL LYCEE DES METIERS DE L ELECTRICITE;37261;TOURS;public;LP;;92.2;92.2;;31.6
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0371211R;LYCEE PROFESSIONNEL BEAUREGARD LYCEE DES METIERS DU TERTIAIRE DE LA MAINTENANCE ET DE L ELECTROTECHNIQUE;37063;CHATEAU RENAULT;public;LP;;85.7;85.7;;29.8
2020-2021;ORLEANS-TOURS;37;INDRE-ET-LOIRE;0371532P;LYCEE POLYVALENT PRIVE ESTHETIQUE DE TOURAINE;37261;TOURS;privé sous contrat;LP;;109.1;109.1;;27.5
2020-2021;GRENOBLE;38;ISERE;0380032D;LYCEE POLYVALENT EMMANUEL MOUNIER (A ABSORBE L'UAI 0380037J EN 2020);38185;GRENOBLE;public;LPO;92.9;82.2;88.3;36.6;30.3
2020-2021;GRENOBLE;38;ISERE;0380034F;LYCEE POLYVALENT LOUISE MICHEL LYCEE DES METIERS AU SERVICE DE LA VIE ET DES ORGANISATIONS;38185;GRENOBLE;public;LPO;102.7;83.5;95.5;34.5;26.2
2020-2021;GRENOBLE;38;ISERE;0380073Y;LYCEE POLYVALENT ELIE CARTAN LYCEE DES METIERS DES EQUIPEMENTS INDUSTRIELS ET DU TEXTILE;38509;LA TOUR DU PIN;public;LPO;118.4;95.9;114.5;35.0;33.7
2020-2021;GRENOBLE;38;ISERE;0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;38563;VOIRON;public;LPO;126.6;89.0;119.5;35.6;29.4
2020-2021;GRENOBLE;38;ISERE;0381630R;UNITE SOINS ETUDES DE L ACADEMIE DE GRENOBLE ANNEXE DU LYCEE CHAMPOLLION;38516;LA TRONCHE;public;LEGT;124.6;;124.6;36.6;
2020-2021;GRENOBLE;38;ISERE;0381732B;LYCEE PROFESSIONNEL PRIVE FRANCOIS VERGUIN LYCEE DES METIERS DE LA CHIMIE;38298;LE PEAGE DE ROUSSILLON;privé sous contrat;LP;;86.9;86.9;;24.2
2020-2021;GRENOBLE;38;ISERE;0381733C;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;38298;LE PEAGE DE ROUSSILLON;privé sous contrat;LP;;93.0;93.0;;23.9
2020-2021;GRENOBLE;38;ISERE;0381803D;LYCEE GENERAL PRIVE EXTERNAT NOTRE DAME;38185;GRENOBLE;privé sous contrat;LEGT;127.9;;127.9;35.2;
2020-2021;GRENOBLE;38;ISERE;0381806G;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSONNE;38185;GRENOBLE;privé sous contrat;LP;;81.8;81.8;;30.5
2020-2021;GRENOBLE;38;ISERE;0382270L;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DU TERRAIL;38314;PONTCHARRA;public;LEGT;132.3;;132.3;33.6;
2020-2021;GRENOBLE;38;ISERE;0382780R;LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BERGES;38485;SEYSSINET PARISET;public;LEGT;120.4;;120.4;36.4;
2020-2021;GRENOBLE;38;ISERE;0383072H;LYCEE POLYVALENT PRIVE SAINT MARC;38276;NIVOLAS VERMELLE;privé sous contrat;LPO;132.1;102.7;129.0;31.5;33.2
2020-2021;GRENOBLE;38;ISERE;0383119J;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE BEGHIN;38239;MOIRANS;public;LEGT;124.2;;124.2;35.7;
